left,right,top,bottom,name
-63.16407521389986,-63.11808147135294,-0.7564386286752078,-0.8024323712221273,41
-63.16407521389986,-63.11808147135294,-0.5782128763058947,-0.6242066188528141,42
-66.89537323414143,-66.8493794915945,1.2956302672865796,1.2496365247396601,43
-66.89537323414143,-66.8493794915945,1.2036427821927407,1.1576490396458212,44
-66.89537323414143,-66.8493794915945,1.157649039645821,1.1116552970989015,45
-66.89537323414143,-66.8493794915945,1.1116552970989015,1.065661554551982,46
-66.89537323414143,-66.8493794915945,1.071410772370347,1.0254170298234275,47
-66.89537323414143,-66.8493794915945,1.2496365247396601,1.2036427821927407,48
-66.84937949159452,-66.80338574904759,1.2036427821927407,1.1576490396458212,49
-66.84937949159452,-66.80338574904759,1.1116552970989015,1.065661554551982,50
-66.84937949159452,-66.80338574904759,1.071410772370347,1.0254170298234275,51
-66.84937949159452,-66.80338574904759,1.2496365247396601,1.2036427821927407,52
-68.94673277426239,-68.90073903171546,-3.3578812743061506,-3.4038750168530703,53
-68.94673277426239,-68.90073903171546,-3.4038750168530703,-3.44986875939999,54
-68.94673277426239,-68.90073903171546,-3.4498687593999895,-3.495862501946909,55
-68.85474528916855,-68.80875154662162,-3.3578812743061506,-3.4038750168530703,56
-68.85474528916855,-68.80875154662162,-3.4038750168530703,-3.44986875939999,57
-68.85474528916855,-68.80875154662162,-3.4498687593999895,-3.495862501946909,58
-68.85474528916855,-68.80875154662162,-3.4901132841285443,-3.536107026675464,59
-68.80875154662162,-68.7627578040747,-3.3578812743061506,-3.4038750168530703,60
-68.80875154662162,-68.7627578040747,-3.4038750168530703,-3.44986875939999,61
-68.80875154662162,-68.7627578040747,-3.4498687593999895,-3.495862501946909,62
-68.76275780407471,-68.71676406152778,-3.4038750168530703,-3.44986875939999,63
-68.76275780407471,-68.71676406152778,-3.4498687593999895,-3.495862501946909,64
-68.71676406152778,-68.67077031898086,-3.4038750168530703,-3.44986875939999,65
-68.71676406152778,-68.67077031898086,-3.4498687593999895,-3.495862501946909,66
-68.67077031898087,-68.62477657643394,-3.4038750168530703,-3.44986875939999,67
-68.67077031898087,-68.62477657643394,-3.4498687593999895,-3.495862501946909,68
-68.67077031898087,-68.62477657643394,-3.4901132841285443,-3.536107026675464,69
-68.6334004031615,-68.58740666061458,-3.3578812743061506,-3.4038750168530703,70
-68.6334004031615,-68.58740666061458,-3.4038750168530703,-3.44986875939999,71
-68.6334004031615,-68.58740666061458,-3.4498687593999895,-3.495862501946909,72
-68.6334004031615,-68.58740666061458,-3.4901132841285443,-3.536107026675464,73
-68.90073903171546,-68.85474528916853,-3.3578812743061506,-3.4038750168530703,74
-68.90073903171546,-68.85474528916853,-3.4038750168530703,-3.44986875939999,75
-68.90073903171546,-68.85474528916853,-3.4498687593999895,-3.495862501946909,76
-68.40765377226226,-68.36166002971534,-3.37719505291472,-3.42318879546164,77
-68.40765377226226,-68.36166002971534,-3.417439577643275,-3.4634333201901946,78
-68.31566628716843,-68.2696725446215,-3.37719505291472,-3.42318879546164,79
-68.31566628716843,-68.2696725446215,-3.417439577643275,-3.4634333201901946,80
-68.2696725446215,-68.22367880207457,-3.37719505291472,-3.42318879546164,81
-68.2696725446215,-68.22367880207457,-3.417439577643275,-3.4634333201901946,82
-68.22367880207459,-68.17768505952766,-3.331201310367801,-3.3771950529147206,83
-68.22367880207459,-68.17768505952766,-3.37719505291472,-3.42318879546164,84
-68.22367880207459,-68.17768505952766,-3.417439577643275,-3.4634333201901946,85
-68.17768505952766,-68.13169131698073,-3.37719505291472,-3.42318879546164,86
-68.17768505952766,-68.13169131698073,-3.417439577643275,-3.4634333201901946,87
-68.13169131698075,-68.08569757443382,-3.37719505291472,-3.42318879546164,88
-68.13169131698075,-68.08569757443382,-3.417439577643275,-3.4634333201901946,89
-68.09432140116138,-68.04832765861445,-3.37719505291472,-3.42318879546164,90
-68.09432140116138,-68.04832765861445,-3.417439577643275,-3.4634333201901946,91
-68.36166002971534,-68.31566628716841,-3.37719505291472,-3.42318879546164,92
-68.36166002971534,-68.31566628716841,-3.417439577643275,-3.4634333201901946,93
-68.5298896060026,-68.48389586345567,-1.7214854091953378,-1.7674791517422572,94
-68.5298896060026,-68.48389586345567,-1.7617299339238923,-1.8077236764708118,95
-68.43790212090876,-68.39190837836183,-1.7214854091953378,-1.7674791517422572,96
-68.43790212090876,-68.39190837836183,-1.7617299339238923,-1.8077236764708118,97
-68.39190837836183,-68.3459146358149,-1.7214854091953378,-1.7674791517422572,98
-68.34591463581492,-68.299920893268,-1.6754916666484183,-1.7214854091953378,99
-68.34591463581492,-68.299920893268,-1.7214854091953378,-1.7674791517422572,100
-68.299920893268,-68.25392715072107,-1.6754916666484183,-1.7214854091953378,101
-68.299920893268,-68.25392715072107,-1.7214854091953378,-1.7674791517422572,102
-68.25392715072108,-68.20793340817416,-1.6294979241014986,-1.675491666648418,103
-68.25392715072108,-68.20793340817416,-1.6754916666484183,-1.7214854091953378,104
-68.25392715072108,-68.20793340817416,-1.7214854091953378,-1.7674791517422572,105
-68.21655723490171,-68.17056349235479,-1.6294979241014986,-1.675491666648418,106
-68.21655723490171,-68.17056349235479,-1.6754916666484183,-1.7214854091953378,107
-68.48389586345567,-68.43790212090875,-1.7214854091953378,-1.7674791517422572,108
-68.48389586345567,-68.43790212090875,-1.7617299339238923,-1.8077236764708118,109
-68.13166644055242,-68.0856726980055,-1.5985060467993752,-1.6444997893462947,110
-68.13166644055242,-68.0856726980055,-1.6444997893462947,-1.6904935318932142,111
-68.03967895545858,-67.99368521291166,-1.5985060467993752,-1.6444997893462947,112
-68.03967895545858,-67.99368521291166,-1.6444997893462947,-1.6904935318932142,113
-67.99368521291166,-67.94769147036473,-1.5985060467993752,-1.6444997893462947,114
-67.99368521291166,-67.94769147036473,-1.6444997893462947,-1.6904935318932142,115
-67.94769147036475,-67.90169772781782,-1.5985060467993752,-1.6444997893462947,116
-67.94769147036475,-67.90169772781782,-1.6444997893462947,-1.6904935318932142,117
-67.90169772781782,-67.85570398527089,-1.5985060467993752,-1.6444997893462947,118
-67.90169772781782,-67.85570398527089,-1.6444997893462947,-1.6904935318932142,119
-67.8557039852709,-67.80971024272398,-1.5985060467993752,-1.6444997893462947,120
-67.8557039852709,-67.80971024272398,-1.6444997893462947,-1.6904935318932142,121
-67.81833406945154,-67.77234032690461,-1.5985060467993752,-1.6444997893462947,122
-67.81833406945154,-67.77234032690461,-1.6444997893462947,-1.6904935318932142,123
-68.0856726980055,-68.03967895545857,-1.5985060467993752,-1.6444997893462947,124
-68.0856726980055,-68.03967895545857,-1.6444997893462947,-1.6904935318932142,125
-64.1083842405663,-64.06239049801937,-0.18735589618549092,-0.23334963873241044,126
-64.1083842405663,-64.06239049801937,-0.2793433812793299,-0.3253371238262494,127
-64.1083842405663,-64.06239049801937,-0.3253371238262494,-0.3713308663731689,128
-64.1083842405663,-64.06239049801937,-0.3713308663731689,-0.41732460892008844,129
-64.1083842405663,-64.06239049801937,-0.23334963873241044,-0.27934338127932995,130
-64.01639675547246,-63.97040301292554,-0.2793433812793299,-0.3253371238262494,131
-64.01639675547246,-63.97040301292554,-0.3253371238262494,-0.3713308663731689,132
-64.01639675547246,-63.97040301292554,-0.3713308663731689,-0.41732460892008844,133
-64.01639675547246,-63.97040301292554,-0.23334963873241044,-0.27934338127932995,134
-63.97040301292554,-63.92440927037862,-0.2793433812793299,-0.3253371238262494,135
-63.97040301292554,-63.92440927037862,-0.3253371238262494,-0.3713308663731689,136
-63.97040301292554,-63.92440927037862,-0.3713308663731689,-0.41732460892008844,137
-63.97040301292554,-63.92440927037862,-0.23334963873241044,-0.27934338127932995,138
-63.92440927037862,-63.8784155278317,-0.2793433812793299,-0.3253371238262494,139
-63.92440927037862,-63.8784155278317,-0.3253371238262494,-0.3713308663731689,140
-63.92440927037862,-63.8784155278317,-0.3713308663731689,-0.41732460892008844,141
-63.92440927037862,-63.8784155278317,-0.23334963873241044,-0.27934338127932995,142
-63.8784155278317,-63.83242178528478,-0.2793433812793299,-0.3253371238262494,143
-63.8784155278317,-63.83242178528478,-0.3253371238262494,-0.3713308663731689,144
-63.8784155278317,-63.83242178528478,-0.3713308663731689,-0.41732460892008844,145
-63.8784155278317,-63.83242178528478,-0.4115753911017235,-0.457569133648643,146
-63.8784155278317,-63.83242178528478,-0.23334963873241044,-0.27934338127932995,147
-63.83242178528478,-63.78642804273786,-0.2793433812793299,-0.3253371238262494,148
-63.83242178528478,-63.78642804273786,-0.3253371238262494,-0.3713308663731689,149
-63.83242178528478,-63.78642804273786,-0.3713308663731689,-0.41732460892008844,150
-63.83242178528478,-63.78642804273786,-0.4115753911017235,-0.457569133648643,151
-63.83242178528478,-63.78642804273786,-0.23334963873241044,-0.27934338127932995,152
-63.795051869465404,-63.749058126918484,-0.2793433812793299,-0.3253371238262494,153
-63.795051869465404,-63.749058126918484,-0.3253371238262494,-0.3713308663731689,154
-63.795051869465404,-63.749058126918484,-0.3713308663731689,-0.41732460892008844,155
-63.795051869465404,-63.749058126918484,-0.4115753911017235,-0.457569133648643,156
-63.795051869465404,-63.749058126918484,-0.23334963873241044,-0.27934338127932995,157
-64.06239049801937,-64.01639675547244,-0.2793433812793299,-0.3253371238262494,158
-64.06239049801937,-64.01639675547244,-0.3253371238262494,-0.3713308663731689,159
-64.06239049801937,-64.01639675547244,-0.3713308663731689,-0.41732460892008844,160
-64.06239049801937,-64.01639675547244,-0.23334963873241044,-0.27934338127932995,161
-63.56930523856617,-63.523311496019254,-0.36701895300939524,-0.41301269555631476,162
-63.56930523856617,-63.523311496019254,-0.45900643810323427,-0.5050001806501537,163
-63.56930523856617,-63.523311496019254,-0.5050001806501537,-0.5509939231970732,164
-63.56930523856617,-63.523311496019254,-0.41301269555631476,-0.45900643810323427,165
-63.477317753472335,-63.431324010925415,-0.36701895300939524,-0.41301269555631476,166
-63.477317753472335,-63.431324010925415,-0.45900643810323427,-0.5050001806501537,167
-63.477317753472335,-63.431324010925415,-0.5050001806501537,-0.5509939231970732,168
-63.477317753472335,-63.431324010925415,-0.5509939231970733,-0.5969876657439928,169
-63.477317753472335,-63.431324010925415,-0.41301269555631476,-0.45900643810323427,170
-63.431324010925415,-63.385330268378496,-0.36701895300939524,-0.41301269555631476,171
-63.431324010925415,-63.385330268378496,-0.45900643810323427,-0.5050001806501537,172
-63.431324010925415,-63.385330268378496,-0.5050001806501537,-0.5509939231970732,173
-63.431324010925415,-63.385330268378496,-0.5509939231970733,-0.5969876657439928,174
-63.431324010925415,-63.385330268378496,-0.41301269555631476,-0.45900643810323427,175
-63.385330268378496,-63.33933652583158,-0.36701895300939524,-0.41301269555631476,176
-63.385330268378496,-63.33933652583158,-0.5050001806501537,-0.5509939231970732,177
-63.385330268378496,-63.33933652583158,-0.5509939231970733,-0.5969876657439928,178
-63.385330268378496,-63.33933652583158,-0.5912384479256279,-0.6372321904725473,179
-63.385330268378496,-63.33933652583158,-0.41301269555631476,-0.45900643810323427,180
-63.33933652583158,-63.29334278328466,-0.36701895300939524,-0.41301269555631476,181
-63.33933652583158,-63.29334278328466,-0.45900643810323427,-0.5050001806501537,182
-63.33933652583158,-63.29334278328466,-0.5050001806501537,-0.5509939231970732,183
-63.33933652583158,-63.29334278328466,-0.5509939231970733,-0.5969876657439928,184
-63.33933652583158,-63.29334278328466,-0.5912384479256279,-0.6372321904725473,185
-63.33933652583158,-63.29334278328466,-0.41301269555631476,-0.45900643810323427,186
-63.29334278328466,-63.24734904073774,-0.45900643810323427,-0.5050001806501537,187
-63.29334278328466,-63.24734904073774,-0.5509939231970733,-0.5969876657439928,188
-63.29334278328466,-63.24734904073774,-0.5912384479256279,-0.6372321904725473,189
-63.25597286746528,-63.20997912491836,-0.45900643810323427,-0.5050001806501537,190
-63.25597286746528,-63.20997912491836,-0.5050001806501537,-0.5509939231970732,191
-63.25597286746528,-63.20997912491836,-0.5509939231970733,-0.5969876657439928,192
-63.25597286746528,-63.20997912491836,-0.5912384479256279,-0.6372321904725473,193
-63.523311496019254,-63.477317753472335,-0.36701895300939524,-0.41301269555631476,194
-63.523311496019254,-63.477317753472335,-0.45900643810323427,-0.5050001806501537,195
-63.523311496019254,-63.477317753472335,-0.5050001806501537,-0.5509939231970732,196
-63.523311496019254,-63.477317753472335,-0.41301269555631476,-0.45900643810323427,197
-63.883805419536415,-63.837811676989496,-0.20532220186788136,-0.2513159444148009,198
-63.883805419536415,-63.837811676989496,-0.29730968696172033,-0.34330342950863985,199
-63.883805419536415,-63.837811676989496,-0.34330342950863985,-0.38929717205555936,200
-63.883805419536415,-63.837811676989496,-0.38929717205555936,-0.4352909146024789,201
-63.883805419536415,-63.837811676989496,-0.2513159444148009,-0.2973096869617204,202
-63.79181793444258,-63.74582419189566,-0.29730968696172033,-0.34330342950863985,203
-63.79181793444258,-63.74582419189566,-0.34330342950863985,-0.38929717205555936,204
-63.79181793444258,-63.74582419189566,-0.38929717205555936,-0.4352909146024789,205
-63.79181793444258,-63.74582419189566,-0.2513159444148009,-0.2973096869617204,206
-63.74582419189566,-63.69983044934874,-0.29730968696172033,-0.34330342950863985,207
-63.74582419189566,-63.69983044934874,-0.34330342950863985,-0.38929717205555936,208
-63.74582419189566,-63.69983044934874,-0.38929717205555936,-0.4352909146024789,209
-63.74582419189566,-63.69983044934874,-0.4295416967841139,-0.4755354393310334,210
-63.74582419189566,-63.69983044934874,-0.2513159444148009,-0.2973096869617204,211
-63.69983044934874,-63.65383670680182,-0.29730968696172033,-0.34330342950863985,212
-63.69983044934874,-63.65383670680182,-0.34330342950863985,-0.38929717205555936,213
-63.69983044934874,-63.65383670680182,-0.38929717205555936,-0.4352909146024789,214
-63.69983044934874,-63.65383670680182,-0.4295416967841139,-0.4755354393310334,215
-63.69983044934874,-63.65383670680182,-0.2513159444148009,-0.2973096869617204,216
-63.65383670680182,-63.6078429642549,-0.29730968696172033,-0.34330342950863985,217
-63.65383670680182,-63.6078429642549,-0.34330342950863985,-0.38929717205555936,218
-63.65383670680182,-63.6078429642549,-0.38929717205555936,-0.4352909146024789,219
-63.65383670680182,-63.6078429642549,-0.4295416967841139,-0.4755354393310334,220
-63.6078429642549,-63.56184922170798,-0.34330342950863985,-0.38929717205555936,221
-63.6078429642549,-63.56184922170798,-0.38929717205555936,-0.4352909146024789,222
-63.6078429642549,-63.56184922170798,-0.4295416967841139,-0.4755354393310334,223
-63.570473048435524,-63.524479305888605,-0.29730968696172033,-0.34330342950863985,224
-63.570473048435524,-63.524479305888605,-0.34330342950863985,-0.38929717205555936,225
-63.570473048435524,-63.524479305888605,-0.38929717205555936,-0.4352909146024789,226
-63.570473048435524,-63.524479305888605,-0.4295416967841139,-0.4755354393310334,227
-63.837811676989496,-63.79181793444258,-0.29730968696172033,-0.34330342950863985,228
-63.837811676989496,-63.79181793444258,-0.34330342950863985,-0.38929717205555936,229
-63.837811676989496,-63.79181793444258,-0.38929717205555936,-0.4352909146024789,230
-63.837811676989496,-63.79181793444258,-0.2513159444148009,-0.2973096869617204,231
-59.38801378159725,-59.34202003905033,-4.033734078174211,-4.07972782072113,232
-59.38801378159725,-59.34202003905033,-4.07972782072113,-4.1257215632680495,233
-59.38801378159725,-59.34202003905033,-4.12572156326805,-4.17171530581497,234
-59.38801378159725,-59.34202003905033,-4.165966087996605,-4.211959830543524,235
-59.38801378159725,-59.34202003905033,-3.987740335627292,-4.033734078174211,236
-59.29602629650341,-59.250032553956494,-3.941746593080372,-3.987740335627292,237
-59.29602629650341,-59.250032553956494,-4.165966087996605,-4.211959830543524,238
-59.29602629650341,-59.250032553956494,-3.987740335627292,-4.033734078174211,239
-59.250032553956494,-59.204038811409575,-3.941746593080372,-3.987740335627292,240
-59.250032553956494,-59.204038811409575,-4.12572156326805,-4.17171530581497,241
-59.250032553956494,-59.204038811409575,-4.165966087996605,-4.211959830543524,242
-59.204038811409575,-59.158045068862656,-3.941746593080372,-3.987740335627292,243
-59.204038811409575,-59.158045068862656,-4.033734078174211,-4.07972782072113,244
-59.204038811409575,-59.158045068862656,-4.07972782072113,-4.1257215632680495,245
-59.204038811409575,-59.158045068862656,-4.12572156326805,-4.17171530581497,246
-59.204038811409575,-59.158045068862656,-4.165966087996605,-4.211959830543524,247
-59.158045068862656,-59.112051326315736,-3.941746593080372,-3.987740335627292,248
-59.158045068862656,-59.112051326315736,-4.033734078174211,-4.07972782072113,249
-59.158045068862656,-59.112051326315736,-4.07972782072113,-4.1257215632680495,250
-59.158045068862656,-59.112051326315736,-4.12572156326805,-4.17171530581497,251
-59.112051326315736,-59.06605758376882,-3.941746593080372,-3.987740335627292,252
-59.112051326315736,-59.06605758376882,-4.033734078174211,-4.07972782072113,253
-59.112051326315736,-59.06605758376882,-4.07972782072113,-4.1257215632680495,254
-59.112051326315736,-59.06605758376882,-3.987740335627292,-4.033734078174211,255
-59.07468141049636,-59.02868766794944,-3.941746593080372,-3.987740335627292,256
-59.34202003905033,-59.29602629650341,-3.941746593080372,-3.987740335627292,257
-59.34202003905033,-59.29602629650341,-4.033734078174211,-4.07972782072113,258
-59.34202003905033,-59.29602629650341,-3.987740335627292,-4.033734078174211,259
-59.271232794661714,-59.225239052114794,-3.618981911496228,-3.6649756540431477,260
-59.271232794661714,-59.225239052114794,-3.710969396590067,-3.7569631391369867,261
-59.271232794661714,-59.225239052114794,-3.802956881683906,-3.8489506242308256,262
-59.271232794661714,-59.225239052114794,-3.8432014064124607,-3.8891951489593803,263
-59.271232794661714,-59.225239052114794,-3.6649756540431477,-3.7109693965900674,264
-59.179245309567875,-59.133251567020956,-3.618981911496228,-3.6649756540431477,265
-59.179245309567875,-59.133251567020956,-3.7569631391369867,-3.8029568816839063,266
-59.179245309567875,-59.133251567020956,-3.802956881683906,-3.8489506242308256,267
-59.179245309567875,-59.133251567020956,-3.8432014064124607,-3.8891951489593803,268
-59.179245309567875,-59.133251567020956,-3.6649756540431477,-3.7109693965900674,269
-59.133251567020956,-59.08725782447404,-3.710969396590067,-3.7569631391369867,270
-59.133251567020956,-59.08725782447404,-3.7569631391369867,-3.8029568816839063,271
-59.133251567020956,-59.08725782447404,-3.802956881683906,-3.8489506242308256,272
-59.133251567020956,-59.08725782447404,-3.8432014064124607,-3.8891951489593803,273
-59.133251567020956,-59.08725782447404,-3.6649756540431477,-3.7109693965900674,274
-59.08725782447404,-59.04126408192712,-3.618981911496228,-3.6649756540431477,275
-59.08725782447404,-59.04126408192712,-3.710969396590067,-3.7569631391369867,276
-59.08725782447404,-59.04126408192712,-3.7569631391369867,-3.8029568816839063,277
-59.08725782447404,-59.04126408192712,-3.802956881683906,-3.8489506242308256,278
-59.08725782447404,-59.04126408192712,-3.8432014064124607,-3.8891951489593803,279
-59.08725782447404,-59.04126408192712,-3.6649756540431477,-3.7109693965900674,280
-59.04126408192712,-58.9952703393802,-3.618981911496228,-3.6649756540431477,281
-59.04126408192712,-58.9952703393802,-3.710969396590067,-3.7569631391369867,282
-59.04126408192712,-58.9952703393802,-3.6649756540431477,-3.7109693965900674,283
-58.9952703393802,-58.94927659683328,-3.618981911496228,-3.6649756540431477,284
-58.9952703393802,-58.94927659683328,-3.8432014064124607,-3.8891951489593803,285
-58.95790042356082,-58.9119066810139,-3.618981911496228,-3.6649756540431477,286
-58.95790042356082,-58.9119066810139,-3.710969396590067,-3.7569631391369867,287
-58.95790042356082,-58.9119066810139,-3.7569631391369867,-3.8029568816839063,288
-58.95790042356082,-58.9119066810139,-3.8432014064124607,-3.8891951489593803,289
-58.95790042356082,-58.9119066810139,-3.6649756540431477,-3.7109693965900674,290
-59.225239052114794,-59.179245309567875,-3.618981911496228,-3.6649756540431477,291
-59.225239052114794,-59.179245309567875,-3.710969396590067,-3.7569631391369867,292
-59.225239052114794,-59.179245309567875,-3.802956881683906,-3.8489506242308256,293
-59.225239052114794,-59.179245309567875,-3.8432014064124607,-3.8891951489593803,294
-59.225239052114794,-59.179245309567875,-3.6649756540431477,-3.7109693965900674,295
-63.03040589962287,-62.98441215707595,-0.773057461431419,-0.8190512039783384,296
-63.03040589962287,-62.98441215707595,-0.865044946525258,-0.9110386890721774,297
-63.03040589962287,-62.98441215707595,-0.8190512039783384,-0.8650449465252579,298
-62.93841841452903,-62.89242467198211,-0.773057461431419,-0.8190512039783384,299
-62.93841841452903,-62.89242467198211,-0.865044946525258,-0.9110386890721774,300
-62.93841841452903,-62.89242467198211,-0.9110386890721774,-0.9570324316190969,301
-62.93841841452903,-62.89242467198211,-0.957032431619097,-1.0030261741660165,302
-62.93841841452903,-62.89242467198211,-0.8190512039783384,-0.8650449465252579,303
-62.89242467198211,-62.84643092943519,-0.773057461431419,-0.8190512039783384,304
-62.89242467198211,-62.84643092943519,-0.865044946525258,-0.9110386890721774,305
-62.89242467198211,-62.84643092943519,-0.9110386890721774,-0.9570324316190969,306
-62.89242467198211,-62.84643092943519,-0.957032431619097,-1.0030261741660165,307
-62.89242467198211,-62.84643092943519,-0.9972769563476516,-1.043270698894571,308
-62.89242467198211,-62.84643092943519,-0.8190512039783384,-0.8650449465252579,309
-62.84643092943519,-62.800437186888274,-0.773057461431419,-0.8190512039783384,310
-62.84643092943519,-62.800437186888274,-0.865044946525258,-0.9110386890721774,311
-62.84643092943519,-62.800437186888274,-0.9110386890721774,-0.9570324316190969,312
-62.84643092943519,-62.800437186888274,-0.957032431619097,-1.0030261741660165,313
-62.84643092943519,-62.800437186888274,-0.9972769563476516,-1.043270698894571,314
-62.84643092943519,-62.800437186888274,-0.8190512039783384,-0.8650449465252579,315
-62.800437186888274,-62.754443444341355,-0.865044946525258,-0.9110386890721774,316
-62.800437186888274,-62.754443444341355,-0.9110386890721774,-0.9570324316190969,317
-62.800437186888274,-62.754443444341355,-0.957032431619097,-1.0030261741660165,318
-62.800437186888274,-62.754443444341355,-0.9972769563476516,-1.043270698894571,319
-62.800437186888274,-62.754443444341355,-0.8190512039783384,-0.8650449465252579,320
-62.754443444341355,-62.708449701794436,-0.865044946525258,-0.9110386890721774,321
-62.754443444341355,-62.708449701794436,-0.9110386890721774,-0.9570324316190969,322
-62.754443444341355,-62.708449701794436,-0.957032431619097,-1.0030261741660165,323
-62.754443444341355,-62.708449701794436,-0.9972769563476516,-1.043270698894571,324
-62.754443444341355,-62.708449701794436,-0.8190512039783384,-0.8650449465252579,325
-62.71707352852198,-62.67107978597506,-0.865044946525258,-0.9110386890721774,326
-62.71707352852198,-62.67107978597506,-0.9110386890721774,-0.9570324316190969,327
-62.71707352852198,-62.67107978597506,-0.957032431619097,-1.0030261741660165,328
-62.71707352852198,-62.67107978597506,-0.9972769563476516,-1.043270698894571,329
-62.71707352852198,-62.67107978597506,-0.8190512039783384,-0.8650449465252579,330
-62.98441215707595,-62.93841841452903,-0.773057461431419,-0.8190512039783384,331
-62.98441215707595,-62.93841841452903,-0.865044946525258,-0.9110386890721774,332
-62.98441215707595,-62.93841841452903,-0.9110386890721774,-0.9570324316190969,333
-62.98441215707595,-62.93841841452903,-0.8190512039783384,-0.8650449465252579,334
-59.74733989524506,-59.70134615269814,-3.7177965927493757,-3.7637903352962954,335
-59.74733989524506,-59.70134615269814,-3.8557778203901343,-3.901771562937054,336
-59.74733989524506,-59.70134615269814,-3.9017715629370535,-3.947765305483973,337
-59.74733989524506,-59.70134615269814,-3.9420160876656083,-3.988009830212528,338
-59.655352410151224,-59.609358667604305,-3.7177965927493757,-3.7637903352962954,339
-59.655352410151224,-59.609358667604305,-3.8097840778432146,-3.8557778203901343,340
-59.655352410151224,-59.609358667604305,-3.8557778203901343,-3.901771562937054,341
-59.655352410151224,-59.609358667604305,-3.9017715629370535,-3.947765305483973,342
-59.609358667604305,-59.563364925057385,-3.7177965927493757,-3.7637903352962954,343
-59.609358667604305,-59.563364925057385,-3.8097840778432146,-3.8557778203901343,344
-59.609358667604305,-59.563364925057385,-3.8557778203901343,-3.901771562937054,345
-59.609358667604305,-59.563364925057385,-3.7637903352962954,-3.809784077843215,346
-59.563364925057385,-59.517371182510466,-3.7177965927493757,-3.7637903352962954,347
-59.563364925057385,-59.517371182510466,-3.8097840778432146,-3.8557778203901343,348
-59.563364925057385,-59.517371182510466,-3.7637903352962954,-3.809784077843215,349
-59.517371182510466,-59.47137743996355,-3.7177965927493757,-3.7637903352962954,350
-59.47137743996355,-59.42538369741663,-3.7177965927493757,-3.7637903352962954,351
-59.70134615269814,-59.655352410151224,-3.7177965927493757,-3.7637903352962954,352
